,,,,,,,,
,10002085,DRIVERS JONAS DELOITTE,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108255821,"20,000.00",08 Oct  2014,
,10018793,FOOTBALL FOUNDATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108247306,"19,760.00",22 Sep  2014,
,10017259,ORACLE,536510,SOFTWARE MAINTENANCE,5108230882,"18,666.00",15 Sep  2014,
,10019301,THAMES REACH,542800,HSG-ROUGH SLEEPING,5108233925,"18,140.00",24 Sep  2014,
,18000103,LB HOUNSLOW,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900021317,"18,000.00",30 Sep  2014,
,10017470,COMPUTACENTER,536200,COMPUTER SOFTWARE,5108244999,"17,978.50",08 Oct  2014,
,10020466,REACH & TEACH,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108262351,"17,500.00",10 Oct  2014,
,18000176,LONDON BOROUGH OF BRENT,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021273,"17,500.00",25 Sep  2014,
,18000176,LONDON BOROUGH OF BRENT,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021321,"17,500.00",30 Sep  2014,
,14000615,CAPITA SYMONDS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108245203,"17,087.88",08 Oct  2014,
,18000171,LONDON BOROUGH OF BROMLEY,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021161,"16,650.00",18 Sep  2014,
,10023772,BAKER TILLY BUSINESS SERV LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108241068,"16,557.70",16 Sep  2014,
,10018022,W A FAIRHURST & PARTNERS,510052,GROUNDS MAINTENANCE,5108239749,"16,415.99",01 Oct  2014,
,10023994,CONTINENTAL DRIFTS LTD,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108256350,"16,000.00",02 Oct  2014,
,10023994,CONTINENTAL DRIFTS LTD,540019,EXTERNAL EVENTS ROADS SHOWS AND FACE TO FACE,5108256353,"16,000.00",02 Oct  2014,
,18000020,THAMES VALLEY HOUSING ASSOCIATION L,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021370,"16,000.00",02 Oct  2014,
,18000028,ASRA GREATER LONDON HA LTD,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021348,"16,000.00",01 Oct  2014,
,18000042,FAMILY MOSAIC HOUSING ASSOCIATION,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021259,"16,000.00",24 Sep  2014,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021210,"16,000.00",19 Sep  2014,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021212,"16,000.00",19 Sep  2014,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021213,"16,000.00",19 Sep  2014,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021400,"16,000.00",06 Oct  2014,
,18000050,ONE HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021257,"16,000.00",23 Sep  2014,
,18000050,ONE HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021268,"16,000.00",25 Sep  2014,
,18000062,SOUTHERN HOUSING GROUP LIMITED,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021271,"16,000.00",25 Sep  2014,
,12000117,TNS UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108240247,"15,900.00",02 Oct  2014,
,10020702,ROCKET SCIENCE UK LTD,542355,OTHER PROFESSIONAL FEES,5108256818,"15,819.75",08 Oct  2014,
,10016750,CENTRE FOR SUSTAINABLE ENERGY,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108115731,"15,740.00",24 Sep  2014,
,10023772,BAKER TILLY BUSINESS SERV LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108235140,"15,709.50",24 Sep  2014,
,14000368,HAVAS PEOPLE LIMITED,504020,RECRUITMENT AGENCY FEES,5108207410,"15,299.72",25 Sep  2014,
,10008226,EDENRED (UK GROUP) LTD,504702,CHILDCARE VOUCHERS,5108241357,"15,187.20",16 Sep  2014,
,10021291,FIGHT FOR CHANGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108257474,"15,000.00",03 Oct  2014,
,18000103,LB HOUNSLOW,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900021309,"15,000.00",30 Sep  2014,
,18000103,LB HOUNSLOW,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900021319,"15,000.00",30 Sep  2014,
,10000221,AECOM LIMITED,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108224489,"14,850.00",15 Sep  2014,
,10024657,5K,536000,MANAGE IT SERVICES,5108247079,"14,760.00",26 Sep  2014,
,10023080,SIRIUS,542100,IT CONSULTANCY,5108258136,"14,700.00",08 Oct  2014,
,10018793,FOOTBALL FOUNDATION,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108247340,"14,122.75",22 Sep  2014,
,10006588,LONDON BOROUGH OF CAMDEN,502010,SECONDED STAFF,5108246386,"13,949.25",02 Oct  2014,
,18000103,LB HOUNSLOW,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900021318,"13,875.00",30 Sep  2014,
,10019864,ALEXANDRA PALACE TRADING LTD,537100,EXTERNAL MEETING ROOM HIRE & EXPENSES,5108262957,"13,700.00",10 Oct  2014,
,10016640,ALL CLEAN GROUP,510700,OFFICE CLEANING,5108234243,"13,530.90",25 Sep  2014,
,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021211,"13,500.00",19 Sep  2014,
,10023772,BAKER TILLY BUSINESS SERV LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108235145,"13,178.80",24 Sep  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021335,"13,000.00",01 Oct  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021336,"13,000.00",01 Oct  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021337,"13,000.00",01 Oct  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021338,"13,000.00",01 Oct  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021339,"13,000.00",01 Oct  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021340,"13,000.00",01 Oct  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021341,"13,000.00",01 Oct  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021343,"13,000.00",01 Oct  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021345,"13,000.00",01 Oct  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021346,"13,000.00",01 Oct  2014,
,18000103,LB HOUNSLOW,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900021312,"12,980.00",30 Sep  2014,
,10018022,W A FAIRHURST & PARTNERS,510000,BUILDING MAINTENANCE & REPAIRS,5108239736,"12,979.25",01 Oct  2014,
,18000101,LONDON BOROUGH OF BARKING AND DAGEN,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021214,"12,950.00",19 Sep  2014,
,18000101,LONDON BOROUGH OF BARKING AND DAGEN,544077,HSG GRANTS TO LOCAL AUTHORITIES,1900021216,"12,950.00",19 Sep  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021344,"12,897.00",01 Oct  2014,
,18000103,LB HOUNSLOW,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900021316,"12,806.00",30 Sep  2014,
,13002558,GOODMAN LOGISTICS DEVS (UK) LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108258363,"12,699.14",08 Oct  2014,
,14000368,HAVAS PEOPLE LIMITED,504020,RECRUITMENT AGENCY FEES,5108154877,"12,500.00",25 Sep  2014,
,10021579,SUSTAINABLE RESTAURANT ASSOCIATION,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108259101,"11,984.62",07 Oct  2014,
,14001111,STERIA,502000,AGENCY STAFF,5108235009,"11,250.00",29 Sep  2014,
,10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108251918,"11,246.00",26 Sep  2014,
,10018774,CENTRE FOR ECON & SOCIAL INCLUSION,542050,RESEARCH & STUDY FEES,5108248122,"11,237.85",25 Sep  2014,
,10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108239601,"11,212.92",26 Sep  2014,
,10020261,GREATER LONDON VOLUNTEERING,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108229223,"11,167.00",22 Sep  2014,
,15500125,LONDON BOROUGH OF CROYDEN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108254539,"11,150.28",10 Oct  2014,
,18000010,NOTTING HILL HOUSING TRUST,544076,HSG GRANTS TO REGISTERED PROVIDERS,1900021342,"11,122.00",01 Oct  2014,
,10017470,COMPUTACENTER,536200,COMPUTER SOFTWARE,5108244999,"11,018.22",08 Oct  2014,
,10005471,GLENNY,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108240007,"11,006.25",30 Sep  2014,
,18000103,LB HOUNSLOW,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900021315,"10,993.00",30 Sep  2014,
,10016524,TRANSPORT FOR LONDON,502010,SECONDED STAFF,5108241417,"10,809.20",08 Oct  2014,
,18000103,LB HOUNSLOW,544078,HSG GRANTS TO NON-REGISTERED PROVIDERS,1900021311,"10,650.00",30 Sep  2014,
,13000063,EDF ENERGY,510100,ELECTRICITY,1900001280,"10,479.41",23 Sep  2014,
