data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6877947,112,BLR330,330,2020-02-22,2020,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Maskouski,53.8705,27.4894,1,"Onliner.by; Charter-97",National,"On 22 February, a protest was held by shareholders of a real estate project outside the Minsk Executive Committee. People protested against extra payments to be made that they find unfair and demanded action from the authorities. [size=no report]",0,1582653980,BLR
6878097,112,BLR329,329,2020-02-16,2020,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Gomel,Svietlahorsk,,Svietlahorsk,52.6329,29.7389,1,Charter-97,National,"On 16 February, a protest was held in Svietlahorsk of the Gomel region against the operation of the cellulose plant in the city. [size=no report]",0,1582653980,BLR
6877945,112,BLR327,327,2020-02-16,2020,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"BelaPAN; Svaboda.org; Brestskaya Gazeta; Charter-97",Subnational-National,"On 16 February, around 100 people protested in central Brest against the operation of a battery plant near the city. [size=around 100]",0,1582653980,BLR
6877946,112,BLR328,328,2020-02-16,2020,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Maskouski,53.8705,27.4894,1,"Onliner.by; Charter-97",National,"On 16 February, a protest was held by shareholders of a real estate project outside the Minsk Executive Committee. People protested against extra payments to be made that they find unfair and demanded action from the authorities. [size=no report]",0,1582653980,BLR
6869244,112,BLR326,326,2020-02-15,2020,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Maskouski,53.8705,27.4894,1,"Charter-97; Novy Chas",National,"On 15 February, a protest was held outside the Minsk executive committee. The protesters demanded the defense of their rights in a real estate project that failed to be realized. [size=no report]",0,1582048679,BLR
6869243,112,BLR325,325,2020-02-14,2020,1,Protests,"Peaceful protest","Protesters (Belarus)","Women (Belarus)",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Maskouski,53.8705,27.4894,1,"Svaboda.org; TUT.BY",National,"On 14 February, around 30 people, mainly women, held a flashmob in the Stalitsa mall in Minsk against violence targeting women. [size=around 30]",0,1582048679,BLR
6869241,112,BLR323,323,2020-02-09,2020,1,Protests,"Peaceful protest","Protesters (Belarus)","Journalists (Belarus)",6,,,0,60,Europe,Belarus,Gomel,Svietlahorsk,,Svietlahorsk,52.6329,29.7389,1,"Charter-97; Viasna",Other-National,"On 9 February, a protest was held in Svietlahorsk of the Gomel region against the operation of the cellulose plant near the city. A local blogger attended the event. [size=no report]",0,1582048679,BLR
6869242,112,BLR324,324,2020-02-09,2020,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Charter-97; naviny.by; Brestskaya Gazeta",Subnational-National,"On 9 February, around 120 people protested in Brest against the operation of a battery plant near the city. [size=around 120]",0,1582048679,BLR
6869240,112,BLR322,322,2020-02-08,2020,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Mogilev,Mogilev,,Mogilev,53.9168,30.3449,1,"Belsat; Charter-97",National,"On 8 February, around 20 drivers protested in Mogilev against the increased petrol prices. [size=around 20]",0,1582048679,BLR
6862849,112,BLR321,321,2020-02-07,2020,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Gomel,Gomel,,Gomel,52.4345,30.9754,1,"Charter-97; naviny.by",National,"On 7 February, a protest was held outside a court in Gomel in support of a blogger who took part in the December 2019 protests. [size=no report]",0,1581448558,BLR
6862848,112,BLR320,320,2020-02-02,2020,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"naviny.by; BelaPAN; Charter-97; Svaboda.org",National,"On 2 February, around 120 people protested in Brest against the operation of a battery plant near the city. [size=around 120]",0,1581448558,BLR
6771045,112,BLR319,319,2020-01-26,2020,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Gomel,Svietlahorsk,,Svietlahorsk,52.6329,29.7389,1,Charter-97,National,"On 26 January, a protest was held in Svietlahorsk of the Gomel region against the operation of a cellulose plant outside the city. [size=no report]",0,1580835409,BLR
6770921,112,BLR318,318,2020-01-26,2020,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Brestskaya Gazeta; Nasha Niva; Charter-97",Subnational-National,"On 26 January, around 150 people protested in central Brest against the operation of a battery plant near the city. [size=around 150]",0,1580835409,BLR
6765011,112,BLR317,317,2020-01-22,2020,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Maskouski,53.8705,27.4894,1,Svaboda.org,National,"On 22 January, around 15 people protested in the Hrusauski square of Minsk against the construction of a residential set of buildings in the square. [size=around 15]",0,1580235770,BLR
6764602,112,BLR316,316,2020-01-19,2020,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Charter-97; naviny.by; Brestskaya Gazeta; Nasha Niva",Subnational-National,"On 19 January, around 80 people protested in Brest against the operation of a battery plant near the city. [size=around 80]",0,1580235769,BLR
6746690,112,BLR315,315,2020-01-16,2020,2,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,"Minsk Region",Kalodziscy,,Kalodziscy,53.9410,27.7717,1,Charter-97,National,"As reported on 16 January, a protest was held in Kalodziscy of the Minsk region against the new urban plan of the town. [size=no report]",0,1579629294,BLR
6746568,112,BLR314,314,2020-01-12,2020,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Svaboda.org; Brestskaya Gazeta; BelaPAN; Charter-97",Subnational-National,"On 12 January, at least 80 people protested in Brest against the operation of a battery plant near the city. [size=at least 80]",0,1579629294,BLR
6719986,112,BLR313,313,2020-01-05,2020,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Svaboda.org; BelaPAN; Charter-97; Brestskaya Gazeta",Subnational-National,"On 5 January, around 80 people protested in Brest against the operation of a battery plant near the city. [size=around 80]",0,1579022809,BLR
6709618,112,BLR312,312,2020-01-04,2020,1,Protests,"Peaceful protest","Protesters (Belarus)","BSDP-PA: Belarusian Social Democratic Party-People's Assembly",6,,,0,60,Europe,Belarus,Vitebsk,Polotsk,,Polotsk,55.4879,28.7856,1,Charter-97,National,"On 4 January, BSDP-PA activists held a rally in Polotsk of the Vitebsk region against the plans of integration between Belarus and Russia. [size=no report]",0,1578510534,BLR
6709288,112,BLR311,311,2020-01-01,2020,1,Battles,"Armed clash","Unidentified Armed Group (Belarus)",,3,"Police Forces of Belarus (1994-)",,1,13,Europe,Belarus,Vitebsk,Verkhnyadzvinsk,,Verkhnyadzvinsk,55.7777,27.9389,1,"TUT.BY; Svaboda.org",National,"On 1 January, an individual threw two bottles of inflammable liquid into the Verkhnyadzvinsk police department of the Vitebsk region and injured two policemen upon immediate arrest. The attacker, having no political affiliation, claimed that he wanted to show an attempt of overthrowing the current regime in Belarus.",0,1578510533,BLR
6709285,112,BLR308,308,2019-12-29,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BCD: Belarusian Christian Democracy",6,,,0,60,Europe,Belarus,Vitebsk,Vitebsk,,Vitebsk,55.1904,30.2049,1,"Belsat; Viasna; Nasha Niva; TUT.BY; Charter-97",National-Other,"On 29 December, around 15 people rallied in Vitebsk against the rumoured plans of integration between Belarus and Russia. The protest was organized by a BCD leader. No protester was arrested by the police. [size=around 15]",0,1578510533,BLR
6709286,112,BLR309,309,2019-12-29,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"BelaPAN; Charter-97; Svaboda.org; TUT.BY; naviny.by",National,"On 29 December, around 100 people protested in Brest against the operation of a battery plant near the city. [size=around 100]",0,1578510533,BLR
6709287,112,BLR310,310,2019-12-29,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Women (Belarus)",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,"Svaboda.org; Viasna; BelaPAN",National-Other,"On 29 December, at least 10 people protested in Kyiv square of Minsk against violence targeting women, demanding legislation to prosecute respective crimes. [size=at least 10]",0,1578510533,BLR
6709284,112,BLR307,307,2019-12-28,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Women (Belarus); Anarchists (Belarus)",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Savetski,53.9538,27.5953,1,"TUT.BY; Viasna; Belsat; Charter-97",National-Other,"On 28 December, around 50 people, including anarchists, protested in Druzhby Narodov Park of Minsk against violence targeting women. [size=around 50]",0,1578510533,BLR
6709282,112,BLR305,305,2019-12-22,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Charter-97; Svaboda.org; Brestskaya Gazeta; BelaPAN; Nasha Niva",Subnational-National,"On 22 December, around 100 locals protested in Brest against the operation of a battery plant near the city. [size=around 100]",0,1578510533,BLR
6709283,112,BLR306,306,2019-12-22,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Students (Belarus)",6,,,0,60,Europe,Belarus,Grodno,Lida,,Lida,53.8833,25.2997,1,"Nasha Niva; Svaboda.org",National,"On 22 December, around 10 people, mostly students, protested in Lida of the Hrodna region against the integration of Belarus and Russia. Protesters left the scene when the police arrived. [size=around 10]",0,1578510533,BLR
6709281,112,BLR304,304,2019-12-21,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Journalists (Belarus); BPF: Conservative Christian Party of the Belarusian People's Front; BCD: Belarusian Christian Democracy; MFF: Movement 'For Freedom'; European Belarus",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,"BelaPAN; Svaboda.org; Charter-97; RFE/RL; Nasha Niva; TUT.BY",National-International,"On 21 December, between 200 and 250 people protested in the Kastrychnickaja square of Minsk, condemning the rumoured plans of further integration of Belarus and Russia. BPF, BCD, MFF, European Belarus members, as well as bloggers, participated in the rally. The police did not disperse the unsanctioned protest, but retained certain protest leaders in advance. [size=200-250]",0,1578510533,BLR
6709619,112,BLR303,303,2019-12-21,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Vitebsk,Orsha,,Orsha,54.5081,30.4172,1,Charter-97,National,"On 21 December, several people rallied in Orsha of the Vitebsk region against the rumoured plans of integration between Belarus and Russia. [size=several]",0,1578510534,BLR
6857282,112,BLR301,301,2019-12-20,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BPF: Conservative Christian Party of the Belarusian People's Front; BCD: Belarusian Christian Democracy; MFF: Movement 'For Freedom'; European Belarus; BSDP-PA: Belarusian Social Democratic Party-People's Assembly; Youth Bloc",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,"TUT.BY; Svaboda.org; Nasha Niva; Charter-97; Viasna; RFE/RL",Other-National,"On 20 December, at least 1500 people marched from the Kastrychnickaja square to the Nezalezhnosti square and back to protest against the rumoured plans of integration of Belarus and Russia. BPF, BCD, BSDP-PA, European Belarus, MFF, Youth Bloc members took part in the rally. The police did not disperse the unsanctioned rally. [size=at least 1500]",0,1580849930,BLR
6857283,112,BLR302,302,2019-12-20,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Pinsk,,Pinsk,52.1229,26.0951,1,"Svaboda.org; Viasna; Media Polesye",Other-Subnational,"On 20 December, 11 people protested in Pinsk of the Brest region against the rumoured plans of integration between Russia and Belarus. The police did not disperse the unsanctioned rally. [size=11]",0,1580849930,BLR
6709278,112,BLR300,300,2019-12-19,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BSDP-PA: Belarusian Social Democratic Party-People's Assembly; Anarchist Group (Belarus)",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Maskouski,53.8705,27.4894,1,"TUT.BY; Nasha Niva; Svaboda.org",National,"On 19 December, several BSDP-PA members and anarchists held a solidarity rally outside the Saint Simon and Helen Church in Minsk, demanding freedom to political prisoners. [size=several]",0,1578510533,BLR
6857281,112,BLR299,299,2019-12-19,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BCD: Belarusian Christian Democracy; Belarusian Green Party; MFF: Movement 'For Freedom'; OGP: United Civic Party of Belarus; Razam Movement",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,"RFE/RL; Viasna; Svaboda.org; Belorusskiy Partizan; Nasha Niva; AP; TUT.BY; Charter-97",Other-National,"On 29 December, around 100 people protested on Kastrychnickaja square and Nezalezhnosti square against the plans of integration between Belarus and Russia, as well as against the Lukashenko regime. The protesters also demanded the release of the leaders of the previous protests against the integration plans. The police did not disperse the unsanctioned rally. BCD, OGP, Razam, MFF members, as well as Belarusian Greens, participated in the rally. [size=around 100]",0,1580849930,BLR
6709276,112,BLR298,298,2019-12-18,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Labour Group (Belarus)",6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,2,"TUT.BY; Charter-97",National,"On 18 December, tens of truck drivers protested by driving slowly on the M1 highway outside Brest, demanding solutions to the lack of transit permits for Poland. [size=tens]",0,1578510533,BLR
6709275,112,BLR297,297,2019-12-15,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Nasha Niva; Charter-97; naviny.by; Brestskaya Gazeta",Subnational-National,"On 15 December, around 100 people protested in Brest against the operation of a car battery plant near the city and condemned a court decision dismissing the registration of a local environmental group. [size=around 100]",0,1578510533,BLR
6857280,112,BLR296,296,2019-12-15,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Grodno,Hrodna,,Grodno,53.6884,23.8258,1,"Svaboda.org; Viasna; Charter-97; Hrodna.life; Nasha Niva; TUT.BY; Belsat; BelaPAN",Other-Subnational,"On 15 December, between 70 and 100 people protested in Grodno against the rumoured plans of further integration between Belarus and Russia. The police did not disperse the unsanctioned protest. [size=70-100]",0,1580849930,BLR
6687281,112,BLR295,295,2019-12-13,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Labour Group (Belarus)",6,,,0,60,Europe,Belarus,Brest,Baranovichy,,Baranovichi,53.1327,26.0139,1,"Charter-97; Intex-Press",Subnational-National,"On 13 December, around 25 taxi drivers protested in Baranovichi of the Brest region against the newly imposed tariffs. [size=around 25]",0,1576855194,BLR
6857279,112,BLR293,293,2019-12-08,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BPF: Conservative Christian Party of the Belarusian People's Front; BCD: Belarusian Christian Democracy; MF: Young Front; Razam Movement; European Belarus; BSDP-PA: Belarusian Social Democratic Party-People's Assembly",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,"Charter-97; Nasha Niva; ITAR-TASS; Svaboda.org; Belta; Viasna; RFE/RL",Other-National,"On 8 December, at least 600 people marched in Minsk from the Kastrynickaja square to the Peramohi square onto the Russian Embassy to protest the rumoured plans about the integration of Belarus and Russia. BCD, BPF, Young Front, BSDP-PA, European Belarus, as well as Razam Movement members participated in the rally. Despite large presence, the police did not disperse the unsactioned protest. [size=at least 600]",0,1580849930,BLR
6689439,112,BLR294,294,2019-12-08,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"BelaPAN; naviny.by; Svaboda.org; Charter-97",National,"On 8 December, at least 150 people protested in Brest against the construction of a battery plant near the city and against the rumoured plans of integration of Russia and Belarus. [size=at least 150]",0,1576855201,BLR
6689986,112,BLR290,290,2019-12-07,2019,1,Protests,"Protest with intervention","Protesters (Belarus)","BPF: Conservative Christian Party of the Belarusian People's Front; BCD: Belarusian Christian Democracy; BSDP-PA: Belarusian Social Democratic Party-People's Assembly; European Belarus; MF: Young Front; MFF: Movement 'For Freedom'; OGP: United Civic Party of Belarus; Razam Movement; Students (Belarus); Labour Group (Belarus); Protesters (Russia); Orthodox Christian Group (Belarus)",6,"Police Forces of Belarus (1994-)",,1,16,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,"ITAR-TASS; Reuters; Nasha Niva; Belsat; TUT.BY; Viasna; Interfax; Svaboda.org; Charter-97; RFE/RL",Other-National,"On 7 December, around 1000 people marched on the Nezalezhnosti street, Svabody Square, and Kastrycnickaja square against the rumoured plans of integration of Belarus with Russia. Members of BPF, BCD, MFF, Razam Movement, OGP, European Belarus, BSDP-PA, MF: Young Front, as well as students, pensioners, Orthodox priests and some Russian citizens, attended the rally. The police did not break the unsanctioned protest, but minor scuffles and the arrest of a counter-protester took place. [size=around 1000]",0,1576855203,BLR
6690772,112,BLR291,291,2019-12-05,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,"Svaboda.org; Charter-97; RFE/RL; Belsat",National-International,"On 5 December, two women and one man held a protest performance outside the Russian Embassy in Minsk, declaring the refusal of Belarusians to integrate with Russia. [size=3]",0,1576855206,BLR
6692554,112,BLR292,292,2019-12-01,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Svaboda.org; Charter-97; Brestskaya Gazeta",Subnational-National,"On 1 December, at least 100 people marched in central Brest against the operation of a battery plant near the city. [size=at least 100]",0,1576855213,BLR
6692869,112,BLR288,288,2019-11-30,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Razam Movement",6,,,0,60,Europe,Belarus,"Minsk Region",Kapyl,,Siemiezava,52.9495,27.0033,1,"Charter-97; Belsat",National,"On 30 November, 30 people, including members of the Razam Movement, held a commemorative rally for the Slutsk 1920 rebellion in Siemiezava of the Minsk region. Several participants held anti-governmental banners and traditional Belarusian flags. [size=30]",0,1576855214,BLR
6692871,112,BLR289,289,2019-11-30,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Razam Movement",6,,,0,60,Europe,Belarus,"Minsk Region",Kapyl,,Hrozawa,53.1710,27.3326,1,"Charter-97; Belsat",National,"On 30 November, 30 people, including members of the Razam Movement, held a commemorative rally for the Slutsk 1920 rebellion in Hrozawa of the Minsk region. Several participants held anti-governmental banners and traditional Belarusian flags. [size=30]",0,1576855214,BLR
6695456,112,BLR287,287,2019-11-24,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Nasha Niva; Brestskaya Gazeta; Svaboda.org; BelaPAN",Subnational-National,"On 24 November, around 150 people marched in Brest against the construction of a battery plant near the city. A local blogger was attending the rally. [size=around 150]",0,1576855223,BLR
6698620,112,BLR283,283,2019-11-17,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Labour Group (Belarus)",6,,,0,60,Europe,Belarus,Mogilev,Mogilev,,Mogilev,53.9168,30.3449,1,"Svaboda.org; TUT.BY",National,"On 17 November, about 60 taxi drivers protested in Mogilev, demanding higher tariffs. [size=about 60]",0,1576855234,BLR
6698622,112,BLR284,284,2019-11-17,2019,1,"Strategic developments",Other,"Government of Belarus (1994-)",,1,,,0,10,Europe,Belarus,Minsk,"City of Minsk",,Minsk,53.9000,27.5667,3,"Charter-97; RFE/RL; AFP; Viasna; Nasha Niva; naviny.by; BelaPAN; ITAR-TASS",Other-National,"On 17 November, 110 new parliament members were elected in Belarus, with nearly all of them reportedly belonging to parties loyal to president Aleksandar Lukashenka. While leaving the Belarusian political system stable, the elections were condemned by national and international observers due to widespread blackmail, pressure to vote, limited public space and bans for opposition candidates.",0,1576855234,BLR
6698625,112,BLR285,285,2019-11-17,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Brestskaya Gazeta; Charter-97",Subnational-National,"On 17 November, around 100 people marched in Brest against the construction of a battery plant near the city and against electoral frauds. [size=around 100]",0,1576855234,BLR
6698970,112,BLR273,273,2019-11-16,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Labour Group (Belarus)",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Savetski,53.9538,27.5953,1,TUT.BY,National,"On 16 November, a protest was held by taxi drivers outside the Korona supermarket in the Savetski district of Minsk, where the protesters demanded higher tariffs and better working conditions. [size=no report]",0,1576855235,BLR
6698993,112,BLR271,271,2019-11-16,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Youth Bloc",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,"Svaboda.org; TUT.BY",National,"On 16 November, around 100 young people held an electoral rally of the Youth Bloc on Zybitskaya street in Minsk, demanding the modification of the conscription law, the development of the education system, as well as the softening of the drug policy in Belarus. [size=around 100]",0,1576855235,BLR
6698999,112,BLR272,272,2019-11-16,2019,1,Protests,"Protest with intervention","Protesters (Belarus)","BCD: Belarusian Christian Democracy; BSDP-PA: Belarusian Social Democratic Party-People's Assembly; Razam Movement; European Belarus; Journalists (Belarus)",6,"Police Forces of Belarus (1994-)",,1,16,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,2,"Nasha Niva; Charter-97; Svaboda.org; TUT.BY; BelaPAN",National,"On 16 November, approximately 300 people marched from the Freedom Square to the Independence Square, outside the Central Electoral Commission of Belarus, protesting against the integration with Russia, against the Astravets power plant and demanding Aleksandr Lukashenka's resignation. Protesters were supporters of the European Belarus, BSDP-PA, Razam Movement, and BCD. Policemen in civilian clothing attempted to restrict access to microphone of several protesters, while violently pushing local RFE/RL journalists out of the protest location. [size=approximately 300]",0,1576855235,BLR
6699002,112,BLR275,275,2019-11-16,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","OGP: United Civic Party of Belarus; BCD: Belarusian Christian Democracy; Belarusian Green Party; Journalists (Belarus); BPL-JW: Belarusian Left Party A Just World",6,,,0,60,Europe,Belarus,Gomel,Gomel,,Gomel,52.4345,30.9754,1,"Gomel.today; Charter-97; TUT.BY",Subnational-National,"On 16 November, approximately 300 people held an electoral protest in Gomel, demanding fair elections, better education and healthcare systems, softer drug policy, solutions to environmental problems. Belarusian Greens, BCD, OGP, BPL-JW members, as well as bloggers, attended the rally. [size=approximately 300]",0,1576855235,BLR
